service,gender,race,hispanicity,paygrade,count
Air Force,FEMALE,WHITE,HISP,O09,0
Air Force,FEMALE,WHITE,NON-HISP,O09,1
Air Force,FEMALE,UNK,HISP,O09,0
Air Force,FEMALE,UNK,NON-HISP,O09,0
Air Force,MALE,AMI/ALN,HISP,O10,0
Air Force,MALE,AMI/ALN,NON-HISP,O10,0
Air Force,MALE,ASIAN,HISP,O10,0
Air Force,MALE,ASIAN,NON-HISP,O10,0
Air Force,MALE,BLACK,HISP,O10,0
Air Force,MALE,BLACK,NON-HISP,O10,0
Air Force,MALE,MULTI,HISP,O10,0
Air Force,MALE,MULTI,NON-HISP,O10,0
Air Force,MALE,P/I,HISP,O10,0
Air Force,MALE,P/I,NON-HISP,O10,0
Air Force,MALE,WHITE,HISP,O10,0
Air Force,MALE,WHITE,NON-HISP,O10,13
Air Force,MALE,UNK,HISP,O10,0
Air Force,MALE,UNK,NON-HISP,O10,0
Air Force,FEMALE,AMI/ALN,HISP,O10,0
Air Force,FEMALE,AMI/ALN,NON-HISP,O10,0
Air Force,FEMALE,ASIAN,HISP,O10,0
Air Force,FEMALE,ASIAN,NON-HISP,O10,0
Air Force,FEMALE,BLACK,HISP,O10,0
Air Force,FEMALE,BLACK,NON-HISP,O10,0
Air Force,FEMALE,MULTI,HISP,O10,0
Air Force,FEMALE,MULTI,NON-HISP,O10,0
Air Force,FEMALE,P/I,HISP,O10,0
Air Force,FEMALE,P/I,NON-HISP,O10,0
Air Force,FEMALE,WHITE,HISP,O10,0
Air Force,FEMALE,WHITE,NON-HISP,O10,0
Air Force,FEMALE,UNK,HISP,O10,0
Air Force,FEMALE,UNK,NON-HISP,O10,0
Army,MALE,AMI/ALN,HISP,W01,0
Army,MALE,AMI/ALN,NON-HISP,W01,5
Army,MALE,ASIAN,HISP,W01,0
Army,MALE,ASIAN,NON-HISP,W01,57
Army,MALE,BLACK,HISP,W01,4
Army,MALE,BLACK,NON-HISP,W01,523
Army,MALE,MULTI,HISP,W01,0
Army,MALE,MULTI,NON-HISP,W01,0
Army,MALE,P/I,HISP,W01,0
Army,MALE,P/I,NON-HISP,W01,0
Army,MALE,WHITE,HISP,W01,60
Army,MALE,WHITE,NON-HISP,W01,1657
Army,MALE,UNK,HISP,W01,168
Army,MALE,UNK,NON-HISP,W01,147
Army,FEMALE,AMI/ALN,HISP,W01,0
Army,FEMALE,AMI/ALN,NON-HISP,W01,4
Army,FEMALE,ASIAN,HISP,W01,0
Army,FEMALE,ASIAN,NON-HISP,W01,10
Army,FEMALE,BLACK,HISP,W01,4
Army,FEMALE,BLACK,NON-HISP,W01,143
Army,FEMALE,MULTI,HISP,W01,0
Army,FEMALE,MULTI,NON-HISP,W01,0
Army,FEMALE,P/I,HISP,W01,0
Army,FEMALE,P/I,NON-HISP,W01,0
Army,FEMALE,WHITE,HISP,W01,3
Army,FEMALE,WHITE,NON-HISP,W01,112
Army,FEMALE,UNK,HISP,W01,35
Army,FEMALE,UNK,NON-HISP,W01,21
Army,MALE,AMI/ALN,HISP,W02,0
Army,MALE,AMI/ALN,NON-HISP,W02,29
Army,MALE,ASIAN,HISP,W02,1
Army,MALE,ASIAN,NON-HISP,W02,94
Army,MALE,BLACK,HISP,W02,8
Army,MALE,BLACK,NON-HISP,W02,751
Army,MALE,MULTI,HISP,W02,0
Army,MALE,MULTI,NON-HISP,W02,0
Army,MALE,P/I,HISP,W02,0
Army,MALE,P/I,NON-HISP,W02,0
Army,MALE,WHITE,HISP,W02,87
Army,MALE,WHITE,NON-HISP,W02,3034
Army,MALE,UNK,HISP,W02,332
Army,MALE,UNK,NON-HISP,W02,885
Army,FEMALE,AMI/ALN,HISP,W02,0
Army,FEMALE,AMI/ALN,NON-HISP,W02,4
Army,FEMALE,ASIAN,HISP,W02,0
Army,FEMALE,ASIAN,NON-HISP,W02,20
Army,FEMALE,BLACK,HISP,W02,2
Army,FEMALE,BLACK,NON-HISP,W02,251
Army,FEMALE,MULTI,HISP,W02,0
Army,FEMALE,MULTI,NON-HISP,W02,0
Army,FEMALE,P/I,HISP,W02,0
Army,FEMALE,P/I,NON-HISP,W02,0
Army,FEMALE,WHITE,HISP,W02,10
Army,FEMALE,WHITE,NON-HISP,W02,181
Army,FEMALE,UNK,HISP,W02,46
Army,FEMALE,UNK,NON-HISP,W02,62
Army,MALE,AMI/ALN,HISP,W03,0
Army,MALE,AMI/ALN,NON-HISP,W03,20
Army,MALE,ASIAN,HISP,W03,0
Army,MALE,ASIAN,NON-HISP,W03,64
Army,MALE,BLACK,HISP,W03,0
Army,MALE,BLACK,NON-HISP,W03,453
Army,MALE,MULTI,HISP,W03,0
Army,MALE,MULTI,NON-HISP,W03,0
Army,MALE,P/I,HISP,W03,0
Army,MALE,P/I,NON-HISP,W03,0
Army,MALE,WHITE,HISP,W03,49
Army,MALE,WHITE,NON-HISP,W03,2398
Army,MALE,UNK,HISP,W03,163
Army,MALE,UNK,NON-HISP,W03,193
Army,FEMALE,AMI/ALN,HISP,W03,0
Army,FEMALE,AMI/ALN,NON-HISP,W03,3
Army,FEMALE,ASIAN,HISP,W03,0
Army,FEMALE,ASIAN,NON-HISP,W03,8
Army,FEMALE,BLACK,HISP,W03,1
Army,FEMALE,BLACK,NON-HISP,W03,119
Army,FEMALE,MULTI,HISP,W03,0
Army,FEMALE,MULTI,NON-HISP,W03,0
Army,FEMALE,P/I,HISP,W03,0
Army,FEMALE,P/I,NON-HISP,W03,0
Army,FEMALE,WHITE,HISP,W03,5
Army,FEMALE,WHITE,NON-HISP,W03,106
Army,FEMALE,UNK,HISP,W03,26
Army,FEMALE,UNK,NON-HISP,W03,23
Army,MALE,AMI/ALN,HISP,W04,0
Army,MALE,AMI/ALN,NON-HISP,W04,13
Army,MALE,ASIAN,HISP,W04,0
Army,MALE,ASIAN,NON-HISP,W04,35
Army,MALE,BLACK,HISP,W04,1
Army,MALE,BLACK,NON-HISP,W04,410
Army,MALE,MULTI,HISP,W04,0
Army,MALE,MULTI,NON-HISP,W04,0
Army,MALE,P/I,HISP,W04,0
Army,MALE,P/I,NON-HISP,W04,0
Army,MALE,WHITE,HISP,W04,39
Army,MALE,WHITE,NON-HISP,W04,1530
Army,MALE,UNK,HISP,W04,106
Army,MALE,UNK,NON-HISP,W04,161
Army,FEMALE,AMI/ALN,HISP,W04,0
Army,FEMALE,AMI/ALN,NON-HISP,W04,0
Army,FEMALE,ASIAN,HISP,W04,0
Army,FEMALE,ASIAN,NON-HISP,W04,2
Army,FEMALE,BLACK,HISP,W04,0
Army,FEMALE,BLACK,NON-HISP,W04,84
Army,FEMALE,MULTI,HISP,W04,0
Army,FEMALE,MULTI,NON-HISP,W04,0
Army,FEMALE,P/I,HISP,W04,0
Army,FEMALE,P/I,NON-HISP,W04,0
Army,FEMALE,WHITE,HISP,W04,0
Army,FEMALE,WHITE,NON-HISP,W04,63
Army,FEMALE,UNK,HISP,W04,12
Army,FEMALE,UNK,NON-HISP,W04,9
Army,MALE,AMI/ALN,HISP,W05,0
Army,MALE,AMI/ALN,NON-HISP,W05,4
Army,MALE,ASIAN,HISP,W05,0
Army,MALE,ASIAN,NON-HISP,W05,7
Army,MALE,BLACK,HISP,W05,1
Army,MALE,BLACK,NON-HISP,W05,62
Army,MALE,MULTI,HISP,W05,0
Army,MALE,MULTI,NON-HISP,W05,0
Army,MALE,P/I,HISP,W05,0
Army,MALE,P/I,NON-HISP,W05,0
Army,MALE,WHITE,HISP,W05,8
Army,MALE,WHITE,NON-HISP,W05,425
Army,MALE,UNK,HISP,W05,16
Army,MALE,UNK,NON-HISP,W05,28
Army,FEMALE,AMI/ALN,HISP,W05,0
Army,FEMALE,AMI/ALN,NON-HISP,W05,0
Army,FEMALE,ASIAN,HISP,W05,0
Army,FEMALE,ASIAN,NON-HISP,W05,0
Army,FEMALE,BLACK,HISP,W05,0
Army,FEMALE,BLACK,NON-HISP,W05,6
Army,FEMALE,MULTI,HISP,W05,0
Army,FEMALE,MULTI,NON-HISP,W05,0
Army,FEMALE,P/I,HISP,W05,0
Army,FEMALE,P/I,NON-HISP,W05,0
Army,FEMALE,WHITE,HISP,W05,0
Army,FEMALE,WHITE,NON-HISP,W05,19
Army,FEMALE,UNK,HISP,W05,0
Army,FEMALE,UNK,NON-HISP,W05,0
Navy,MALE,AMI/ALN,HISP,W01,0
Navy,MALE,AMI/ALN,NON-HISP,W01,0
Navy,MALE,ASIAN,HISP,W01,0
Navy,MALE,ASIAN,NON-HISP,W01,0
Navy,MALE,BLACK,HISP,W01,0
Navy,MALE,BLACK,NON-HISP,W01,0
Navy,MALE,MULTI,HISP,W01,0
Navy,MALE,MULTI,NON-HISP,W01,0
Navy,MALE,P/I,HISP,W01,0
Navy,MALE,P/I,NON-HISP,W01,0
Navy,MALE,WHITE,HISP,W01,0
Navy,MALE,WHITE,NON-HISP,W01,0
Navy,MALE,UNK,HISP,W01,0
Navy,MALE,UNK,NON-HISP,W01,0
Navy,FEMALE,AMI/ALN,HISP,W01,0
Navy,FEMALE,AMI/ALN,NON-HISP,W01,0
Navy,FEMALE,ASIAN,HISP,W01,0
Navy,FEMALE,ASIAN,NON-HISP,W01,0
Navy,FEMALE,BLACK,HISP,W01,0
Navy,FEMALE,BLACK,NON-HISP,W01,0
Navy,FEMALE,MULTI,HISP,W01,0
Navy,FEMALE,MULTI,NON-HISP,W01,0
Navy,FEMALE,P/I,HISP,W01,0
Navy,FEMALE,P/I,NON-HISP,W01,0
Navy,FEMALE,WHITE,HISP,W01,0
Navy,FEMALE,WHITE,NON-HISP,W01,0
Navy,FEMALE,UNK,HISP,W01,0
Navy,FEMALE,UNK,NON-HISP,W01,0
Navy,MALE,AMI/ALN,HISP,W02,2
Navy,MALE,AMI/ALN,NON-HISP,W02,9
Navy,MALE,ASIAN,HISP,W02,0
Navy,MALE,ASIAN,NON-HISP,W02,20
Navy,MALE,BLACK,HISP,W02,6
Navy,MALE,BLACK,NON-HISP,W02,112
Navy,MALE,MULTI,HISP,W02,0
Navy,MALE,MULTI,NON-HISP,W02,9
Navy,MALE,P/I,HISP,W02,0
Navy,MALE,P/I,NON-HISP,W02,3
Navy,MALE,WHITE,HISP,W02,36
Navy,MALE,WHITE,NON-HISP,W02,284
Navy,MALE,UNK,HISP,W02,11
Navy,MALE,UNK,NON-HISP,W02,3
Navy,FEMALE,AMI/ALN,HISP,W02,0
Navy,FEMALE,AMI/ALN,NON-HISP,W02,0
Navy,FEMALE,ASIAN,HISP,W02,0
Navy,FEMALE,ASIAN,NON-HISP,W02,0
Navy,FEMALE,BLACK,HISP,W02,0
Navy,FEMALE,BLACK,NON-HISP,W02,9
Navy,FEMALE,MULTI,HISP,W02,0
Navy,FEMALE,MULTI,NON-HISP,W02,0
Navy,FEMALE,P/I,HISP,W02,0
Navy,FEMALE,P/I,NON-HISP,W02,0
Navy,FEMALE,WHITE,HISP,W02,2
Navy,FEMALE,WHITE,NON-HISP,W02,15
Navy,FEMALE,UNK,HISP,W02,0
Navy,FEMALE,UNK,NON-HISP,W02,0
Navy,MALE,AMI/ALN,HISP,W03,2
Navy,MALE,AMI/ALN,NON-HISP,W03,10
Navy,MALE,ASIAN,HISP,W03,0
Navy,MALE,ASIAN,NON-HISP,W03,29
Navy,MALE,BLACK,HISP,W03,3
Navy,MALE,BLACK,NON-HISP,W03,123
Navy,MALE,MULTI,HISP,W03,1
Navy,MALE,MULTI,NON-HISP,W03,2
Navy,MALE,P/I,HISP,W03,0
Navy,MALE,P/I,NON-HISP,W03,3
Navy,MALE,WHITE,HISP,W03,32
Navy,MALE,WHITE,NON-HISP,W03,399
Navy,MALE,UNK,HISP,W03,5
Navy,MALE,UNK,NON-HISP,W03,15
Navy,FEMALE,AMI/ALN,HISP,W03,0
Navy,FEMALE,AMI/ALN,NON-HISP,W03,0
Navy,FEMALE,ASIAN,HISP,W03,0
Navy,FEMALE,ASIAN,NON-HISP,W03,2
Navy,FEMALE,BLACK,HISP,W03,1
Navy,FEMALE,BLACK,NON-HISP,W03,16
Navy,FEMALE,MULTI,HISP,W03,0
Navy,FEMALE,MULTI,NON-HISP,W03,0
Navy,FEMALE,P/I,HISP,W03,0
Navy,FEMALE,P/I,NON-HISP,W03,1
Navy,FEMALE,WHITE,HISP,W03,1
Navy,FEMALE,WHITE,NON-HISP,W03,13
Navy,FEMALE,UNK,HISP,W03,0
Navy,FEMALE,UNK,NON-HISP,W03,0
Navy,MALE,AMI/ALN,HISP,W04,1
Navy,MALE,AMI/ALN,NON-HISP,W04,2
Navy,MALE,ASIAN,HISP,W04,0
Navy,MALE,ASIAN,NON-HISP,W04,21
Navy,MALE,BLACK,HISP,W04,0
Navy,MALE,BLACK,NON-HISP,W04,75
Navy,MALE,MULTI,HISP,W04,0
Navy,MALE,MULTI,NON-HISP,W04,1
Navy,MALE,P/I,HISP,W04,0
Navy,MALE,P/I,NON-HISP,W04,4
Navy,MALE,WHITE,HISP,W04,11
Navy,MALE,WHITE,NON-HISP,W04,265
Navy,MALE,UNK,HISP,W04,3
Navy,MALE,UNK,NON-HISP,W04,10
Navy,FEMALE,AMI/ALN,HISP,W04,0
Navy,FEMALE,AMI/ALN,NON-HISP,W04,0
Navy,FEMALE,ASIAN,HISP,W04,0
Navy,FEMALE,ASIAN,NON-HISP,W04,0
Navy,FEMALE,BLACK,HISP,W04,0
Navy,FEMALE,BLACK,NON-HISP,W04,10
Navy,FEMALE,MULTI,HISP,W04,0
Navy,FEMALE,MULTI,NON-HISP,W04,0
Navy,FEMALE,P/I,HISP,W04,0
Navy,FEMALE,P/I,NON-HISP,W04,0
Navy,FEMALE,WHITE,HISP,W04,0
Navy,FEMALE,WHITE,NON-HISP,W04,6
Navy,FEMALE,UNK,HISP,W04,0
Navy,FEMALE,UNK,NON-HISP,W04,0
Navy,MALE,AMI/ALN,HISP,W05,0
Navy,MALE,AMI/ALN,NON-HISP,W05,1
Navy,MALE,ASIAN,HISP,W05,0
Navy,MALE,ASIAN,NON-HISP,W05,1
Navy,MALE,BLACK,HISP,W05,0
Navy,MALE,BLACK,NON-HISP,W05,11
Navy,MALE,MULTI,HISP,W05,0
Navy,MALE,MULTI,NON-HISP,W05,0
Navy,MALE,P/I,HISP,W05,0
Navy,MALE,P/I,NON-HISP,W05,1
Navy,MALE,WHITE,HISP,W05,2
Navy,MALE,WHITE,NON-HISP,W05,40
Navy,MALE,UNK,HISP,W05,0
Navy,MALE,UNK,NON-HISP,W05,2
Navy,FEMALE,AMI/ALN,HISP,W05,0
Navy,FEMALE,AMI/ALN,NON-HISP,W05,0
Navy,FEMALE,ASIAN,HISP,W05,0
Navy,FEMALE,ASIAN,NON-HISP,W05,0
Navy,FEMALE,BLACK,HISP,W05,0
Navy,FEMALE,BLACK,NON-HISP,W05,1
Navy,FEMALE,MULTI,HISP,W05,0
Navy,FEMALE,MULTI,NON-HISP,W05,0
Navy,FEMALE,P/I,HISP,W05,0
Navy,FEMALE,P/I,NON-HISP,W05,0
Navy,FEMALE,WHITE,HISP,W05,0
Navy,FEMALE,WHITE,NON-HISP,W05,0
Navy,FEMALE,UNK,HISP,W05,0
Navy,FEMALE,UNK,NON-HISP,W05,0
Marine Corps,MALE,AMI/ALN,HISP,W01,0
Marine Corps,MALE,AMI/ALN,NON-HISP,W01,1
Marine Corps,MALE,ASIAN,HISP,W01,0
Marine Corps,MALE,ASIAN,NON-HISP,W01,10
Marine Corps,MALE,BLACK,HISP,W01,1
Marine Corps,MALE,BLACK,NON-HISP,W01,43
Marine Corps,MALE,MULTI,HISP,W01,1
Marine Corps,MALE,MULTI,NON-HISP,W01,4
Marine Corps,MALE,P/I,HISP,W01,1
Marine Corps,MALE,P/I,NON-HISP,W01,1
Marine Corps,MALE,WHITE,HISP,W01,35
Marine Corps,MALE,WHITE,NON-HISP,W01,310
Marine Corps,MALE,UNK,HISP,W01,32
Marine Corps,MALE,UNK,NON-HISP,W01,16
Marine Corps,FEMALE,AMI/ALN,HISP,W01,0
Marine Corps,FEMALE,AMI/ALN,NON-HISP,W01,0
Marine Corps,FEMALE,ASIAN,HISP,W01,0
Marine Corps,FEMALE,ASIAN,NON-HISP,W01,0
Marine Corps,FEMALE,BLACK,HISP,W01,1
Marine Corps,FEMALE,BLACK,NON-HISP,W01,3
Marine Corps,FEMALE,MULTI,HISP,W01,0
Marine Corps,FEMALE,MULTI,NON-HISP,W01,0
Marine Corps,FEMALE,P/I,HISP,W01,0
Marine Corps,FEMALE,P/I,NON-HISP,W01,0
Marine Corps,FEMALE,WHITE,HISP,W01,1
Marine Corps,FEMALE,WHITE,NON-HISP,W01,17
Marine Corps,FEMALE,UNK,HISP,W01,2
Marine Corps,FEMALE,UNK,NON-HISP,W01,3
Marine Corps,MALE,AMI/ALN,HISP,W02,1
Marine Corps,MALE,AMI/ALN,NON-HISP,W02,12
Marine Corps,MALE,ASIAN,HISP,W02,0
Marine Corps,MALE,ASIAN,NON-HISP,W02,10
Marine Corps,MALE,BLACK,HISP,W02,1
Marine Corps,MALE,BLACK,NON-HISP,W02,85
Marine Corps,MALE,MULTI,HISP,W02,0
Marine Corps,MALE,MULTI,NON-HISP,W02,6
Marine Corps,MALE,P/I,HISP,W02,0
Marine Corps,MALE,P/I,NON-HISP,W02,4
Marine Corps,MALE,WHITE,HISP,W02,52
Marine Corps,MALE,WHITE,NON-HISP,W02,468
Marine Corps,MALE,UNK,HISP,W02,35
Marine Corps,MALE,UNK,NON-HISP,W02,28
Marine Corps,FEMALE,AMI/ALN,HISP,W02,0
Marine Corps,FEMALE,AMI/ALN,NON-HISP,W02,0
Marine Corps,FEMALE,ASIAN,HISP,W02,0
Marine Corps,FEMALE,ASIAN,NON-HISP,W02,0
Marine Corps,FEMALE,BLACK,HISP,W02,0
Marine Corps,FEMALE,BLACK,NON-HISP,W02,5
Marine Corps,FEMALE,MULTI,HISP,W02,0
Marine Corps,FEMALE,MULTI,NON-HISP,W02,0
Marine Corps,FEMALE,P/I,HISP,W02,0
Marine Corps,FEMALE,P/I,NON-HISP,W02,0
Marine Corps,FEMALE,WHITE,HISP,W02,2
Marine Corps,FEMALE,WHITE,NON-HISP,W02,13
Marine Corps,FEMALE,UNK,HISP,W02,5
Marine Corps,FEMALE,UNK,NON-HISP,W02,3
Marine Corps,MALE,AMI/ALN,HISP,W03,0
Marine Corps,MALE,AMI/ALN,NON-HISP,W03,5
Marine Corps,MALE,ASIAN,HISP,W03,0
Marine Corps,MALE,ASIAN,NON-HISP,W03,10
Marine Corps,MALE,BLACK,HISP,W03,0
Marine Corps,MALE,BLACK,NON-HISP,W03,61
Marine Corps,MALE,MULTI,HISP,W03,1
Marine Corps,MALE,MULTI,NON-HISP,W03,2
Marine Corps,MALE,P/I,HISP,W03,0
Marine Corps,MALE,P/I,NON-HISP,W03,3
Marine Corps,MALE,WHITE,HISP,W03,34
Marine Corps,MALE,WHITE,NON-HISP,W03,315
Marine Corps,MALE,UNK,HISP,W03,16
Marine Corps,MALE,UNK,NON-HISP,W03,15
Marine Corps,FEMALE,AMI/ALN,HISP,W03,0
Marine Corps,FEMALE,AMI/ALN,NON-HISP,W03,0
Marine Corps,FEMALE,ASIAN,HISP,W03,0
Marine Corps,FEMALE,ASIAN,NON-HISP,W03,1
Marine Corps,FEMALE,BLACK,HISP,W03,0
Marine Corps,FEMALE,BLACK,NON-HISP,W03,10
Marine Corps,FEMALE,MULTI,HISP,W03,0
Marine Corps,FEMALE,MULTI,NON-HISP,W03,0
Marine Corps,FEMALE,P/I,HISP,W03,0
Marine Corps,FEMALE,P/I,NON-HISP,W03,0
Marine Corps,FEMALE,WHITE,HISP,W03,6
Marine Corps,FEMALE,WHITE,NON-HISP,W03,22
Marine Corps,FEMALE,UNK,HISP,W03,3
Marine Corps,FEMALE,UNK,NON-HISP,W03,1
Marine Corps,MALE,AMI/ALN,HISP,W04,1
Marine Corps,MALE,AMI/ALN,NON-HISP,W04,3
Marine Corps,MALE,ASIAN,HISP,W04,0
Marine Corps,MALE,ASIAN,NON-HISP,W04,3
Marine Corps,MALE,BLACK,HISP,W04,0
Marine Corps,MALE,BLACK,NON-HISP,W04,43
Marine Corps,MALE,MULTI,HISP,W04,1
Marine Corps,MALE,MULTI,NON-HISP,W04,3
Marine Corps,MALE,P/I,HISP,W04,0
Marine Corps,MALE,P/I,NON-HISP,W04,0
Marine Corps,MALE,WHITE,HISP,W04,12
Marine Corps,MALE,WHITE,NON-HISP,W04,200
Marine Corps,MALE,UNK,HISP,W04,5
Marine Corps,MALE,UNK,NON-HISP,W04,8
Marine Corps,FEMALE,AMI/ALN,HISP,W04,0
Marine Corps,FEMALE,AMI/ALN,NON-HISP,W04,0
Marine Corps,FEMALE,ASIAN,HISP,W04,0
Marine Corps,FEMALE,ASIAN,NON-HISP,W04,0
Marine Corps,FEMALE,BLACK,HISP,W04,0
Marine Corps,FEMALE,BLACK,NON-HISP,W04,3
Marine Corps,FEMALE,MULTI,HISP,W04,0
Marine Corps,FEMALE,MULTI,NON-HISP,W04,0
Marine Corps,FEMALE,P/I,HISP,W04,0
Marine Corps,FEMALE,P/I,NON-HISP,W04,0
Marine Corps,FEMALE,WHITE,HISP,W04,2
Marine Corps,FEMALE,WHITE,NON-HISP,W04,5
Marine Corps,FEMALE,UNK,HISP,W04,0
Marine Corps,FEMALE,UNK,NON-HISP,W04,0
Marine Corps,MALE,AMI/ALN,HISP,W05,0
Marine Corps,MALE,AMI/ALN,NON-HISP,W05,1
Marine Corps,MALE,ASIAN,HISP,W05,0
Marine Corps,MALE,ASIAN,NON-HISP,W05,1
Marine Corps,MALE,BLACK,HISP,W05,1
Marine Corps,MALE,BLACK,NON-HISP,W05,14
Marine Corps,MALE,MULTI,HISP,W05,0
Marine Corps,MALE,MULTI,NON-HISP,W05,1
Marine Corps,MALE,P/I,HISP,W05,0
Marine Corps,MALE,P/I,NON-HISP,W05,0
Marine Corps,MALE,WHITE,HISP,W05,6
Marine Corps,MALE,WHITE,NON-HISP,W05,68
Marine Corps,MALE,UNK,HISP,W05,1
Marine Corps,MALE,UNK,NON-HISP,W05,4
Marine Corps,FEMALE,AMI/ALN,HISP,W05,0
Marine Corps,FEMALE,AMI/ALN,NON-HISP,W05,0
Marine Corps,FEMALE,ASIAN,HISP,W05,0
Marine Corps,FEMALE,ASIAN,NON-HISP,W05,0
Marine Corps,FEMALE,BLACK,HISP,W05,0
Marine Corps,FEMALE,BLACK,NON-HISP,W05,1
Marine Corps,FEMALE,MULTI,HISP,W05,0
Marine Corps,FEMALE,MULTI,NON-HISP,W05,0
Marine Corps,FEMALE,P/I,HISP,W05,0
Marine Corps,FEMALE,P/I,NON-HISP,W05,0
Marine Corps,FEMALE,WHITE,HISP,W05,0
Marine Corps,FEMALE,WHITE,NON-HISP,W05,5
Marine Corps,FEMALE,UNK,HISP,W05,1
Marine Corps,FEMALE,UNK,NON-HISP,W05,0
Army,MALE,AMI/ALN,HISP,E00,0
Army,MALE,AMI/ALN,NON-HISP,E00,0
Army,MALE,ASIAN,HISP,E00,0
Army,MALE,ASIAN,NON-HISP,E00,0
Army,MALE,BLACK,HISP,E00,0
Army,MALE,BLACK,NON-HISP,E00,0
Army,MALE,MULTI,HISP,E00,0
Army,MALE,MULTI,NON-HISP,E00,0
Army,MALE,P/I,HISP,E00,0
Army,MALE,P/I,NON-HISP,E00,0
Army,MALE,WHITE,HISP,E00,0
Army,MALE,WHITE,NON-HISP,E00,0
Army,MALE,UNK,HISP,E00,0
Army,MALE,UNK,NON-HISP,E00,0
Army,FEMALE,AMI/ALN,HISP,E00,0
Army,FEMALE,AMI/ALN,NON-HISP,E00,0
Army,FEMALE,ASIAN,HISP,E00,0
Army,FEMALE,ASIAN,NON-HISP,E00,0
Army,FEMALE,BLACK,HISP,E00,0
Army,FEMALE,BLACK,NON-HISP,E00,0
Army,FEMALE,MULTI,HISP,E00,0
Army,FEMALE,MULTI,NON-HISP,E00,0
Army,FEMALE,P/I,HISP,E00,0
Army,FEMALE,P/I,NON-HISP,E00,0
Army,FEMALE,WHITE,HISP,E00,0
Army,FEMALE,WHITE,NON-HISP,E00,0
Army,FEMALE,UNK,HISP,E00,0
Army,FEMALE,UNK,NON-HISP,E00,0
Army,MALE,AMI/ALN,HISP,E01,3
Army,MALE,AMI/ALN,NON-HISP,E01,125
Army,MALE,ASIAN,HISP,E01,0
Army,MALE,ASIAN,NON-HISP,E01,369
Army,MALE,BLACK,HISP,E01,59
Army,MALE,BLACK,NON-HISP,E01,2603
Army,MALE,MULTI,HISP,E01,0
Army,MALE,MULTI,NON-HISP,E01,0
Army,MALE,P/I,HISP,E01,0
Army,MALE,P/I,NON-HISP,E01,0
Army,MALE,WHITE,HISP,E01,1263
Army,MALE,WHITE,NON-HISP,E01,8396
Army,MALE,UNK,HISP,E01,30
Army,MALE,UNK,NON-HISP,E01,44
Army,FEMALE,AMI/ALN,HISP,E01,0
Army,FEMALE,AMI/ALN,NON-HISP,E01,29
Army,FEMALE,ASIAN,HISP,E01,0
Army,FEMALE,ASIAN,NON-HISP,E01,95
Army,FEMALE,BLACK,HISP,E01,9
Army,FEMALE,BLACK,NON-HISP,E01,638
Army,FEMALE,MULTI,HISP,E01,0
Army,FEMALE,MULTI,NON-HISP,E01,0
Army,FEMALE,P/I,HISP,E01,0
Army,FEMALE,P/I,NON-HISP,E01,0
Army,FEMALE,WHITE,HISP,E01,177
Army,FEMALE,WHITE,NON-HISP,E01,922
Army,FEMALE,UNK,HISP,E01,6
Army,FEMALE,UNK,NON-HISP,E01,9
Army,MALE,AMI/ALN,HISP,E02,5
Army,MALE,AMI/ALN,NON-HISP,E02,269
Army,MALE,ASIAN,HISP,E02,3
Army,MALE,ASIAN,NON-HISP,E02,905
Army,MALE,BLACK,HISP,E02,119
Army,MALE,BLACK,NON-HISP,E02,4572
Army,MALE,MULTI,HISP,E02,0
Army,MALE,MULTI,NON-HISP,E02,0
Army,MALE,P/I,HISP,E02,0
Army,MALE,P/I,NON-HISP,E02,0
Army,MALE,WHITE,HISP,E02,3236
Army,MALE,WHITE,NON-HISP,E02,19702
Army,MALE,UNK,HISP,E02,60
Army,MALE,UNK,NON-HISP,E02,18
Army,FEMALE,AMI/ALN,HISP,E02,0
Army,FEMALE,AMI/ALN,NON-HISP,E02,72
Army,FEMALE,ASIAN,HISP,E02,0
Army,FEMALE,ASIAN,NON-HISP,E02,169
Army,FEMALE,BLACK,HISP,E02,37
Army,FEMALE,BLACK,NON-HISP,E02,1396
Army,FEMALE,MULTI,HISP,E02,0
Army,FEMALE,MULTI,NON-HISP,E02,0
Army,FEMALE,P/I,HISP,E02,0
Army,FEMALE,P/I,NON-HISP,E02,0
Army,FEMALE,WHITE,HISP,E02,625
Army,FEMALE,WHITE,NON-HISP,E02,2387
Army,FEMALE,UNK,HISP,E02,10
Army,FEMALE,UNK,NON-HISP,E02,8
Army,MALE,AMI/ALN,HISP,E03,2
Army,MALE,AMI/ALN,NON-HISP,E03,487
Army,MALE,ASIAN,HISP,E03,12
Army,MALE,ASIAN,NON-HISP,E03,2094
Army,MALE,BLACK,HISP,E03,273
Army,MALE,BLACK,NON-HISP,E03,8950
Army,MALE,MULTI,HISP,E03,0
Army,MALE,MULTI,NON-HISP,E03,0
Army,MALE,P/I,HISP,E03,0
Army,MALE,P/I,NON-HISP,E03,0
Army,MALE,WHITE,HISP,E03,6403
Army,MALE,WHITE,NON-HISP,E03,41640
Army,MALE,UNK,HISP,E03,249
Army,MALE,UNK,NON-HISP,E03,68
Army,FEMALE,AMI/ALN,HISP,E03,2
Army,FEMALE,AMI/ALN,NON-HISP,E03,117
Army,FEMALE,ASIAN,HISP,E03,2
Army,FEMALE,ASIAN,NON-HISP,E03,489
Army,FEMALE,BLACK,HISP,E03,82
